tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
95912	Hyaena hyaena	120228548	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024080656.1	1375663	1412854	plus	14		
9261	Tachyglossus aculeatus	119933405	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		10	NC_052075.1	16776779	16810410	plus	14		
9261	Tachyglossus aculeatus	119923063	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_052067.1	140539096	140631844	plus	14		
1047088	Arvicola amphibius	119802740	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		12	NC_052058.2	166425951	166461312	plus	14		
1047088	Arvicola amphibius	119801435	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		1	NC_052047.1	38471139	38500167	minus	15		
1094192	Motacilla alba alba	119701339	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_052016.1	8670737	8695742	plus	14		
1094192	Motacilla alba alba	119700683	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_052019.1	22102741	22121667	plus	14		
27675	Choloepus didactylus	119537967	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		6	NC_051312.1	88373111	88456590	minus	14		
27675	Choloepus didactylus	119529302	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		3	NC_051309.1	40466192	40502068	plus	14		
50954	Talpa occidentalis	119260621	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_023604972.1	20644001	20670806	plus	14		
50954	Talpa occidentalis	119255622	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_023603184.1	39462206	39511645	minus	14		
120794	Falco rusticolus	119149634	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		1	NC_051187.1	99656726	99676718	plus	15		
120794	Falco rusticolus	119142821	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_051188.1	627263	671654	minus	16		
9417	Artibeus jamaicensis	119051732	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026521911.1	2866503	2922361	minus	14		
9417	Artibeus jamaicensis	119045610	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026521954.1	4966105	4995846	minus	14		
192404	Sturnira hondurensis	118999651	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_023521939.1	3732413	3763286	minus	14		
143292	Manis pentadactyla	118934351	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		9	NC_080027.1	39687761	39757516	plus	14		
143292	Manis pentadactyla	118924045	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_080023.1	31405188	31436179	plus	14		
9771	Balaenoptera musculus	118899838	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		8	NC_045792.1	56712523	56787834	plus	14		
9771	Balaenoptera musculus	118895727	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		5	NC_045789.1	77553630	77586381	minus	14		
9337	Trichosurus vulpecula	118854446	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		6	NC_050578.1	170012594	170043868	minus	14		
9337	Trichosurus vulpecula	118836016	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_050574.1	123296544	123378473	plus	14		
59472	Pipistrellus kuhlii	118712738	0	live	PGM2L1	mPipKuh1_013418	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_023425595.1	33829307	33867167	minus	15		
59472	Pipistrellus kuhlii	118707869	0	live	PGM2	mPipKuh1_013417	phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_023425404.1	178390149	178422187	minus	16		
84834	Molothrus ater	118699957	0	live	PGM2L1		phosphoglucomutase 2 like 1	LOW QUALITY PROTEIN: glucose 1,6-bisphosphate synthase		2	NC_050479.2	116043850	116067670	minus	14		
84834	Molothrus ater	118686313	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_050481.2	50289534	50311567	minus	14		
51298	Myotis myotis	118667557	0	live	PGM2	mMyoMyo1_015074	phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_023416313.1	23139571	23170316	plus	15		
51298	Myotis myotis	118664646	0	live	PGM2L1	mMyoMyo1_015075	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_023416314.1	39035651	39078462	plus	15		
27622	Molossus molossus	118628454	0	live	PGM2L1	HJG59_014120	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_023425348.1	44800061	44846608	plus	14		
27622	Molossus molossus	118618692	0	live	PGM2	HJG59_014119	phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_023425344.1	27090150	27121389	plus	15		
38674	Onychomys torridus	118592122	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		10	NC_050452.1	46043491	46076821	minus	15		
38674	Onychomys torridus	118583615	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_050443.1	79402210	79446598	plus	14		
9711	Halichoerus grypus	118552833	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_023400648.1	2488037	2597404	minus	19		
9711	Halichoerus grypus	118525345	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_023402373.1	354002	366508	minus	8		
8868	Cygnus atratus	118260828	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_066362.1	207582545	207619522	plus	15		
8868	Cygnus atratus	118252174	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_066365.1	54178024	54196675	minus	14		
8884	Oxyura jamaicensis	118176689	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_048893.1	203401856	203431569	plus	14		
8884	Oxyura jamaicensis	118165506	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_048896.1	73144632	73162089	minus	14		
9715	Mirounga leonina	118010625	0	live	PGM2	GH733_005910	phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_023270323.1	50351863	50385328	minus	15		
9715	Mirounga leonina	118004239	0	live	PGM2L1	GH733_001563	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_023270852.1	14589427	14699093	minus	18		
61156	Arvicanthis niloticus	117713066	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		7	NC_047664.1	65582608	65611517	plus	14		
61156	Arvicanthis niloticus	117708469	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_047658.1	69634175	69685909	plus	14		
54180	Trachypithecus francoisi	117085264	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_022681454.1	37599260	37635786	plus	14		
54180	Trachypithecus francoisi	117079782	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_022681473.1	65194938	65256899	minus	14		
59479	Rhinolophus ferrumequinum	117030402	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		11	NC_046294.1	49326025	49371094	minus	14		
59479	Rhinolophus ferrumequinum	117022110	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_046288.1	62005740	62072630	minus	15		
91951	Catharus ustulatus	117010178	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_046222.1	338741	361741	plus	14		
91951	Catharus ustulatus	116997001	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		5	NC_046225.1	53077014	53101197	minus	14		
10117	Rattus rattus	116912220	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		11	NC_046164.1	21126328	21163770	plus	15		
10117	Rattus rattus	116891736	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_046155.1	98522699	98566107	plus	14		
76717	Lontra canadensis	116865251	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_022630995.1	36316916	36351615	minus	14		
76717	Lontra canadensis	116865065	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_022631001.1	24250407	24299042	plus	16		
296741	Chiroxiphia lanceolata	116786043	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_045640.1	23760168	23780860	plus	16		
296741	Chiroxiphia lanceolata	116782579	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_045638.1	114084660	114114630	plus	14		
42100	Phocoena sinus	116758590	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		8	NC_045770.1	57925563	57997159	plus	15		
42100	Phocoena sinus	116754152	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		5	NC_045767.1	63767570	63801386	plus	16		
9720	Phoca vitulina	116646330	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_022589739.1	14459111	14512349	minus	15		
9720	Phoca vitulina	116629901	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_022589706.1	26341690	26373144	plus	15		
36723	Mustela erminea	116598110	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		9	NC_045622.1	55363443	55418320	plus	16		
36723	Mustela erminea	116584977	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		2	NC_045615.1	128840024	128875436	plus	14		
9515	Sapajus apella	116548221	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_022436945.1	27153086	27187479	plus	15		
9515	Sapajus apella	116537055	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_022437046.1	3218842	3281121	minus	14		
219594	Aythya fuligula	116502159	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_045559.1	205741236	205780801	plus	15		
219594	Aythya fuligula	116488876	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_045562.1	53597621	53615331	minus	14		
81572	Hylobates moloch	116476678	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026652286.1	46351379	46419712	minus	17		
81572	Hylobates moloch	116456694	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026652292.1	53247018	53282395	minus	14		
1196302	Corvus moneduloides	116444245	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		5	NC_045480.1	22817972	22837810	plus	14		
1196302	Corvus moneduloides	116437108	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_045477.1	665780	703583	minus	16		
9054	Phasianus colchicus	116237118	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_022205652.1	64219	105379	minus	14		
9054	Phasianus colchicus	116225850	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_022205345.1	21140858	21158717	plus	14		
35658	Mastomys coucha	116102641	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_022196904.1	89144496	89195344	plus	14		
35658	Mastomys coucha	116071009	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_022196905.1	57199863	57229120	plus	14		
87175	Camarhynchus parvulus	115903590	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_044574.1	22663734	22685504	plus	14		
87175	Camarhynchus parvulus	115903562	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_044571.1	114965605	114989375	minus	14		
9731	Globicephala melas	115865939	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_083318.1	62396907	62435288	plus	16		
9731	Globicephala melas	115841799	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		8	NC_083321.1	51578817	51649771	minus	14		
2489341	Strigops habroptila	115610701	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		7	NC_044283.2	23664776	23684479	plus	14		
2489341	Strigops habroptila	115603699	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_044278.2	121943233	121988340	plus	14		
61383	Lynx canadensis	115524567	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		D1	NC_044312.2	57697951	57747706	plus	14		
61383	Lynx canadensis	115512728	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		B1	NC_044306.2	174616447	174656277	minus	14		
223781	Aquila chrysaetos chrysaetos	115353290	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		19	NC_044022.1	26583617	26627118	plus	15		
223781	Aquila chrysaetos chrysaetos	115344520	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		1	NC_044004.1	25484445	25503689	plus	14		
37032	Suricata suricatta	115306948	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		11	NC_043710.1	55836214	55883701	minus	14		
37032	Suricata suricatta	115298559	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		1	NC_043700.1	164173350	164209567	minus	14		
40151	Monodon monoceros	114903040	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_021703777.1	74798595	74831064	minus	15		
40151	Monodon monoceros	114887553	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_021703784.1	56052925	56116151	plus	13		
10041	Peromyscus leucopus	114698714	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_051063.1	104775423	104829974	minus	14		
10041	Peromyscus leucopus	114692412	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		10	NC_051071.1	51189308	51219665	plus	15		
491861	Grammomys surdaster	114623947	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_021604648.1	1265588	1312614	minus	14		
491861	Grammomys surdaster	114619416	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_021604608.1	18085835	18116152	plus	14		
89673	Phyllostomus discolor	114500492	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		6	NC_040908.2	120243404	120292709	plus	14		
89673	Phyllostomus discolor	114491830	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		1	NC_040903.2	22829325	22860183	plus	14		
34886	Eumetopias jubatus	114218743	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_020998682.1	7566441	7663680	plus	18		
34886	Eumetopias jubatus	114197194	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_020998613.1	30940736	30975335	plus	14		
93162	Marmota flaviventris	114098413	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		9	NC_092506.1	62628201	62689683	minus	14		
93162	Marmota flaviventris	114095558	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		7	NC_092504.1	30173863	30204398	plus	15		
164674	Empidonax traillii	114069409	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_020956446.1	6889	22051	plus	13		
164674	Empidonax traillii	114059746	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_020955433.1	885590	904055	plus	15		
29139	Vombatus ursinus	114032844	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_020945437.1	23793942	23866448	plus	14		
29139	Vombatus ursinus	114023598	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_020954596.1	46887688	46920306	plus	14		
649802	Pipra filicauda	114001532	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024104520.1	1648913	1670342	minus	14		
649802	Pipra filicauda	113988774	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024104424.1	191241	221079	minus	14		
114329	Neopelma chrysocephalum	113975598	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_020897803.1	1913369	1943234	minus	14		
114329	Neopelma chrysocephalum	113969187	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_020897731.1	14145472	14163910	plus	15		
415028	Corapipo altera	113955001	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_020884934.1	3452450	3482355	minus	14		
415028	Corapipo altera	113946886	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_020884886.1	13959113	13977133	plus	15		
9704	Zalophus californianus	113925182	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		2	NC_045596.1	31206670	31240385	plus	14		
9704	Zalophus californianus	113913781	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		11	NC_045605.1	57409976	57512342	plus	16		
30522	Bos indicus x Bos taurus	113905505	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		15	NC_040090.1	30254619	30311082	plus	14		
30522	Bos indicus x Bos taurus	113894201	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		6	NC_040081.1	57316472	57353819	plus	14		
194338	Athene cunicularia	113479201	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NW_020799098.1	24053992	24075298	plus	15		
194338	Athene cunicularia	113477896	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NW_020799091.1	181498	206071	minus	13		
9644	Ursus arctos	113269311	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026622897.1	53682944	53730422	plus	14		
9644	Ursus arctos	113262400	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026623111.1	29985609	30018844	plus	14		
9999	Urocitellus parryii	113180755	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_020539890.1	7421720	7454274	plus	14		
9999	Urocitellus parryii	113175242	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_020540585.1	173937	236489	plus	13		
8790	Dromaius novaehollandiae	112992335	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_088098.1	217494662	217539654	plus	14		
8790	Dromaius novaehollandiae	112979498	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_088101.1	63516167	63534336	minus	15		
308060	Apteryx rowi	112976856	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_020451064.1	121418	136026	minus	13		
308060	Apteryx rowi	112972577	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_020450758.1	537478	583081	minus	17		
30464	Nothoprocta perdicaria	112949176	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_020455519.1	427839	457600	plus	14		
30464	Nothoprocta perdicaria	112945946	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_020455204.1	9817944	9834532	minus	14		
9627	Vulpes vulpes	112928653	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		11	NC_132790.1	26074544	26127509	minus	15		
9627	Vulpes vulpes	112919204	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		14	NC_132793.1	122471012	122509417	minus	14		
9696	Puma concolor	112865746	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_020339798.1	46463537	46511078	minus	16		
9696	Puma concolor	112858170	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_020339223.1	32047263	32111567	plus	14		
34884	Callorhinus ursinus	112840876	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_027397097.1	3960908	4056736	minus	18		
34884	Callorhinus ursinus	112835719	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_027397066.1	31078922	31112972	plus	14		
286419	Canis lupus dingo	112667430	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		21	NC_064263.1	24132298	24188249	plus	14		
286419	Canis lupus dingo	112653951	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		3	NC_064245.1	74472911	74513374	minus	14		
9565	Theropithecus gelada	112624905	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		5	NC_037672.1	36777597	36814023	plus	14		
9565	Theropithecus gelada	112606527	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		14	NC_037682.1	66281540	66335941	minus	14		
1706337	Neophocaena asiaeorientalis asiaeorientalis	112411081	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_020175015.1	1377685	1468271	plus	18		
1706337	Neophocaena asiaeorientalis asiaeorientalis	112390636	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_020175670.1	7941041	7973567	minus	16		
9430	Desmodus rotundus	112316813	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase|Putative phosphoglucomutase/phosphomannomutase		4	NC_071390.1	158888050	158917974	minus	14		
9430	Desmodus rotundus	112315989	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Putative phosphoglucomutase/phosphomannomutase		5	NC_071391.1	47779747	47829863	minus	14		
156563	Cyanistes caeruleus	111942459	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NW_019776212.1	28379260	28398519	minus	13		
156563	Cyanistes caeruleus	111928110	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NW_019776357.1	28032203	28050748	minus	15		
591936	Piliocolobus tephrosceles	111550857	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		3	NC_045436.1	148441379	148476396	minus	14		
591936	Piliocolobus tephrosceles	111540850	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		13	NC_045446.1	64503783	64565140	minus	15		
9749	Delphinapterus leucas	111184855	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_022097994.1	2802441	2868283	minus	14		
9749	Delphinapterus leucas	111170717	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_022098069.1	24906815	24939318	minus	14		
391180	Enhydra lutris kenyoni	111148982	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_019154105.1	37534996	37569853	minus	14		
29088	Neomonachus schauinslandi	110593391	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		11	NC_058413.1	54236309	54289629	minus	14		
29088	Neomonachus schauinslandi	110590748	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		2	NC_058404.1	172484692	172520489	minus	14		
10047	Meriones unguiculatus	110563564	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		14	NC_083361.1	85540129	85593299	plus	14		
10047	Meriones unguiculatus	110554834	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		12	NC_083360.1	1553728	1580814	minus	15		
40157	Lonchura striata	110477864	0	live	PGM2L1	RLOC_00009295	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		1	NC_042565.1	95593263	95617687	plus	14		
40157	Lonchura striata	110471999	0	live	PGM2	RLOC_00005840	phosphoglucomutase 2	phosphopentomutase		4	NC_042569.1	49510481	49532730	minus	14		
8996	Numida meleagris	110397320	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_034412.1	76016002	76034739	minus	14		
8996	Numida meleagris	110392162	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_034409.1	194044270	194116583	plus	15		
10093	Mus pahari	110330516	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		13	NC_034602.1	55122949	55151770	plus	14		
10093	Mus pahari	110324649	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_034590.1	71072914	71117533	plus	14		
10089	Mus caroli	110298597	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		7	NC_034576.1	102912789	102956677	plus	14		
10089	Mus caroli	110294475	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		5	NC_034574.1	57396245	57425576	plus	14		
38626	Phascolarctos cinereus	110212129	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_018343954.1	12813793	12842073	minus	14		
38626	Phascolarctos cinereus	110210586	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_018343987.1	5612470	5688723	plus	16		
9874	Odocoileus virginianus	110141598	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		21	NC_069694.1	8881665	8918772	minus	14		
9874	Odocoileus virginianus	110128850	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		10	NC_069683.1	28205917	28265957	plus	14		
9915	Bos indicus	109569650	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		15	NC_091774.1	54166168	54228419	minus	14		
9915	Bos indicus	109560393	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		6	NC_091765.1	57846975	57888520	plus	14		
89399	Rhinolophus sinicus	109454073	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		LG06	NC_133756.1	119060605	119108457	plus	14		
89399	Rhinolophus sinicus	109452772	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		LG02	NC_133752.1	25761710	25797337	plus	14		
186990	Hipposideros armiger	109386333	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_017731482.1	1631668	1741353	minus	15		
186990	Hipposideros armiger	109379447	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_017731376.1	6146693	6183184	minus	12		
9691	Panthera pardus	109267185	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026526677.1	57913587	57964516	minus	14		
9691	Panthera pardus	109246435	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026526688.1	173378390	173416457	minus	14		
9925	Capra hircus	108633293	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		15	NC_030822.1	29277805	29337923	plus	14		
61621	Rhinopithecus bieti	108537622	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_016808027.1	1338150	1403221	plus	14		
